Canada, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 06/12/2021
Year    ARDY   Cohort        ASFR
1921     12-    1909+     0.00000
1921     13     1908      0.00001
1921     14     1907      0.00023
1921     15     1906      0.00152
1921     16     1905      0.00595
1921     17     1904      0.01824
1921     18     1903      0.04204
1921     19     1902      0.07452
1921     20     1901      0.10626
1921     21     1900      0.13517
1921     22     1899      0.16041
1921     23     1898      0.17762
1921     24     1897      0.19173
1921     25     1896      0.20092
1921     26     1895      0.19724
1921     27     1894      0.18718
1921     28     1893      0.18071
1921     29     1892      0.18054
1921     30     1891      0.17918
1921     31     1890      0.16747
1921     32     1889      0.15425
1921     33     1888      0.14694
1921     34     1887      0.14392
1921     35     1886      0.13888
1921     36     1885      0.12756
1921     37     1884      0.11487
1921     38     1883      0.10328
1921     39     1882      0.09178
1921     40     1881      0.07678
1921     41     1880      0.06060
1921     42     1879      0.04869
1921     43     1878      0.03955
1921     44     1877      0.03019
1921     45     1876      0.02400
1921     46     1875      0.01459
1921     47     1874      0.00416
1921     48     1873      0.00065
1921     49     1872      0.00009
1921     50     1871      0.00001
1921     51     1870      0.00000
1921     52     1869      0.00000
1921     53     1868      0.00000
1921     54     1867      0.00000
1921     55+    1866-     0.00000
1922     12-    1910+     0.00000
1922     13     1909      0.00001
1922     14     1908      0.00029
1922     15     1907      0.00180
1922     16     1906      0.00664
1922     17     1905      0.01920
1922     18     1904      0.04196
1922     19     1903      0.07192
1922     20     1902      0.10131
1922     21     1901      0.12790
1922     22     1900      0.15068
1922     23     1899      0.16668
1922     24     1898      0.18082
1922     25     1897      0.19105
1922     26     1896      0.18908
1922     27     1895      0.18075
1922     28     1894      0.17539
1922     29     1893      0.17551
1922     30     1892      0.17421
1922     31     1891      0.16309
1922     32     1890      0.15042
1922     33     1889      0.14318
1922     34     1888      0.13993
1922     35     1887      0.13426
1922     36     1886      0.12224
1922     37     1885      0.10993
1922     38     1884      0.09988
1922     39     1883      0.09000
1922     40     1882      0.07895
1922     41     1881      0.06633
1922     42     1880      0.05160
1922     43     1879      0.03653
1922     44     1878      0.02397
1922     45     1877      0.01508
1922     46     1876      0.00925
1922     47     1875      0.00525
1922     48     1874      0.00268
1922     49     1873      0.00128
1922     50     1872      0.00064
1922     51     1871      0.00033
1922     52     1870      0.00014
1922     53     1869      0.00005
1922     54     1868      0.00001
1922     55+    1867-     0.00000
1923     12-    1911+     0.00000
1923     13     1910      0.00001
1923     14     1909      0.00030
1923     15     1908      0.00180
1923     16     1907      0.00634
1923     17     1906      0.01755
1923     18     1905      0.03717
1923     19     1904      0.06327
1923     20     1903      0.09079
1923     21     1902      0.11721
1923     22     1901      0.14045
1923     23     1900      0.15756
1923     24     1899      0.17200
1923     25     1898      0.18163
1923     26     1897      0.17980
1923     27     1896      0.17231
1923     28     1895      0.16754
1923     29     1894      0.16805
1923     30     1893      0.16720
1923     31     1892      0.15676
1923     32     1891      0.14471
1923     33     1890      0.13787
1923     34     1889      0.13487
1923     35     1888      0.12964
1923     36     1887      0.11831
1923     37     1886      0.10634
1923     38     1885      0.09618
1923     39     1884      0.08607
1923     40     1883      0.07514
1923     41     1882      0.06298
1923     42     1881      0.04879
1923     43     1880      0.03435
1923     44     1879      0.02250
1923     45     1878      0.01407
1923     46     1877      0.00866
1923     47     1876      0.00514
1923     48     1875      0.00287
1923     49     1874      0.00152
1923     50     1873      0.00083
1923     51     1872      0.00044
1923     52     1871      0.00018
1923     53     1870      0.00006
1923     54     1869      0.00002
1923     55+    1868-     0.00000
1924     12-    1912+     0.00000
1924     13     1911      0.00001
1924     14     1910      0.00024
1924     15     1909      0.00150
1924     16     1908      0.00569
1924     17     1907      0.01687
1924     18     1906      0.03777
1924     19     1905      0.06581
1924     20     1904      0.09331
1924     21     1903      0.11838
1924     22     1902      0.14039
1924     23     1901      0.15608
1924     24     1900      0.17004
1924     25     1899      0.18005
1924     26     1898      0.17837
1924     27     1897      0.17084
1924     28     1896      0.16632
1924     29     1895      0.16727
1924     30     1894      0.16715
1924     31     1893      0.15751
1924     32     1892      0.14576
1924     33     1891      0.13859
1924     34     1890      0.13477
1924     35     1889      0.12830
1924     36     1888      0.11586
1924     37     1887      0.10372
1924     38     1886      0.09428
1924     39     1885      0.08524
1924     40     1884      0.07551
1924     41     1883      0.06403
1924     42     1882      0.04952
1924     43     1881      0.03441
1924     44     1880      0.02207
1924     45     1879      0.01352
1924     46     1878      0.00817
1924     47     1877      0.00473
1924     48     1876      0.00255
1924     49     1875      0.00130
1924     50     1874      0.00069
1924     51     1873      0.00036
1924     52     1872      0.00015
1924     53     1871      0.00005
1924     54     1870      0.00002
1924     55+    1869-     0.00000
1925     12-    1913+     0.00000
1925     13     1912      0.00001
1925     14     1911      0.00032
1925     15     1910      0.00196
1925     16     1909      0.00682
1925     17     1908      0.01862
1925     18     1907      0.03878
1925     19     1906      0.06471
1925     20     1905      0.09067
1925     21     1904      0.11429
1925     22     1903      0.13438
1925     23     1902      0.14913
1925     24     1901      0.16305
1925     25     1900      0.17386
1925     26     1899      0.17373
1925     27     1898      0.16758
1925     28     1897      0.16342
1925     29     1896      0.16352
1925     30     1895      0.16181
1925     31     1894      0.15112
1925     32     1893      0.13930
1925     33     1892      0.13272
1925     34     1891      0.13002
1925     35     1890      0.12521
1925     36     1889      0.11438
1925     37     1888      0.10294
1925     38     1887      0.09335
1925     39     1886      0.08380
1925     40     1885      0.07327
1925     41     1884      0.06135
1925     42     1883      0.04765
1925     43     1882      0.03385
1925     44     1881      0.02233
1925     45     1880      0.01413
1925     46     1879      0.00868
1925     47     1878      0.00487
1925     48     1877      0.00243
1925     49     1876      0.00113
1925     50     1875      0.00054
1925     51     1874      0.00027
1925     52     1873      0.00012
1925     53     1872      0.00004
1925     54     1871      0.00001
1925     55+    1870-     0.00000
1926     12-    1914+     0.00000
1926     13     1913      0.00001
1926     14     1912      0.00025
1926     15     1911      0.00150
1926     16     1910      0.00539
1926     17     1909      0.01517
1926     18     1908      0.03274
1926     19     1907      0.05685
1926     20     1906      0.08327
1926     21     1905      0.10982
1926     22     1904      0.13432
1926     23     1903      0.15346
1926     24     1902      0.16996
1926     25     1901      0.18125
1926     26     1900      0.18137
1926     27     1899      0.17596
1926     28     1898      0.17269
1926     29     1897      0.17448
1926     30     1896      0.17455
1926     31     1895      0.16443
1926     32     1894      0.15275
1926     33     1893      0.14685
1926     34     1892      0.14538
1926     35     1891      0.14155
1926     36     1890      0.13056
1926     37     1889      0.11852
1926     38     1888      0.10845
1926     39     1887      0.09822
1926     40     1886      0.08654
1926     41     1885      0.07285
1926     42     1884      0.05698
1926     43     1883      0.04091
1926     44     1882      0.02724
1926     45     1881      0.01738
1926     46     1880      0.01065
1926     47     1879      0.00575
1926     48     1878      0.00268
1926     49     1877      0.00115
1926     50     1876      0.00051
1926     51     1875      0.00025
1926     52     1874      0.00011
1926     53     1873      0.00004
1926     54     1872      0.00001
1926     55+    1871-     0.00000
1927     12-    1915+     0.00000
1927     13     1914      0.00001
1927     14     1913      0.00030
1927     15     1912      0.00179
1927     16     1911      0.00606
1927     17     1910      0.01620
1927     18     1909      0.03344
1927     19     1908      0.05673
1927     20     1907      0.08312
1927     21     1906      0.11011
1927     22     1905      0.13466
1927     23     1904      0.15376
1927     24     1903      0.16956
1927     25     1902      0.17941
1927     26     1901      0.17835
1927     27     1900      0.17241
1927     28     1899      0.16890
1927     29     1898      0.17071
1927     30     1897      0.17103
1927     31     1896      0.16126
1927     32     1895      0.14995
1927     33     1894      0.14443
1927     34     1893      0.14332
1927     35     1892      0.14021
1927     36     1891      0.13019
1927     37     1890      0.11842
1927     38     1889      0.10779
1927     39     1888      0.09671
1927     40     1887      0.08443
1927     41     1886      0.07070
1927     42     1885      0.05530
1927     43     1884      0.03993
1927     44     1883      0.02694
1927     45     1882      0.01737
1927     46     1881      0.01085
1927     47     1880      0.00624
1927     48     1879      0.00323
1927     49     1878      0.00156
1927     50     1877      0.00077
1927     51     1876      0.00039
1927     52     1875      0.00016
1927     53     1874      0.00005
1927     54     1873      0.00002
1927     55+    1872-     0.00000
1928     12-    1916+     0.00000
1928     13     1915      0.00002
1928     14     1914      0.00030
1928     15     1913      0.00153
1928     16     1912      0.00495
1928     17     1911      0.01444
1928     18     1910      0.03376
1928     19     1909      0.06066
1928     20     1908      0.08793
1928     21     1907      0.11266
1928     22     1906      0.13589
1928     23     1905      0.15448
1928     24     1904      0.16729
1928     25     1903      0.17320
1928     26     1902      0.17124
1928     27     1901      0.16807
1928     28     1900      0.18298
1928     29     1899      0.17737
1928     30     1898      0.16390
1928     31     1897      0.15568
1928     32     1896      0.14915
1928     33     1895      0.15238
1928     34     1894      0.13880
1928     35     1893      0.13077
1928     36     1892      0.12451
1928     37     1891      0.11039
1928     38     1890      0.11086
1928     39     1889      0.10119
1928     40     1888      0.08177
1928     41     1887      0.06456
1928     42     1886      0.05258
1928     43     1885      0.04388
1928     44     1884      0.02847
1928     45     1883      0.01751
1928     46     1882      0.01025
